c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,ciclo_de_cultivo,nombre_cientifico
15,BOYACA,15776,SUTAMARCHAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,6,5,3,0.53,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15507,OTANCHE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,5,8,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15720,SATIVANORTE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,5,2,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15832,TUNUNGUA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,4,1,0.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15879,VIRACACHA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,4,4,6,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15580,QUIPAMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,4,4,5,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15215,CORRALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3,3,3,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15755,SOCOTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3,3,1,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15172,CHINAVITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,4,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15368,JERICO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,2,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15518,PAJARITO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,2,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15757,SOCHA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,2,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15759,SOGAMOSO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,3,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
15,BOYACA,15500,OICATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,1,1,1,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17050,ARANZAZU,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,400,400,1080,2.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17042,ANSERMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,111,109,143,1.31,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17388,LA MERCED,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,32,32,26,0.81,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17616,RISARALDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,25,25,50,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17013,AGUADAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,18,17,9,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17433,MANZANARES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17653,SALAMINA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,12,10,12,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17877,VITERBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,12,12,12,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17486,NEIRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,11,8,11,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17513,PACORA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,5,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17662,SAMANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,7,3,0.43,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17867,VICTORIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,8,8,5,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17174,CHINCHINA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,6,6,6,1.02,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17272,FILADELFIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,5,9,1.77,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17614,RIOSUCIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,3,6,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17665,SAN JOSE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,4,4,1,0.28,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17444,MARQUETALIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3,2,4,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17495,NORCASIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,1,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
17,CALDAS,17442,MARMATO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,1,1,1,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
18,CAQUETA,18410,MONTAÑITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,100,90,63,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,70,55,55,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
18,CAQUETA,18247,EL DONCELLO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,4,5,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
85,CASANARE,85015,CHAMEZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,16,16,16,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
85,CASANARE,85279,RECETOR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,2,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19256,EL TAMBO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,512,480,720,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19450,MERCADERES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,220,210,105,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19807,TIMBIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,198,178,178,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19473,MORALES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,140,70,42,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19517,PAEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,130,105,81,0.77,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19355,INZA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,123,113,259,2.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19130,CAJIBIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,100,100,200,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19110,BUENOS AIRES,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,80,75,75,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19100,BOLIVAR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,70,69,104,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19743,SILVIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,70,70,75,1.07,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19022,ALMAGUER,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,67,62,31,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19137,CALDONO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,60,60,90,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19585,PURACE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,60,58,87,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19760,SOTARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,60,56,95,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19364,JAMBALO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,30,39,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19701,SANTA ROSA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,20,8,4,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19780,SUAREZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,17,17,17,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19821,TORIBIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,17,12,13,1.05,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19050,ARGELIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,16,14,10,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19142,CALOTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,15,15,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19455,MIRANDA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,14,22,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19622,ROSAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,11,8,0.73,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19392,LA SIERRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,13,8,12,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19290,FLORENCIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,9,11,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19548,PIENDAMO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,13,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19075,BALBOA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,5,3,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19513,PADILLA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,5,5,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19532,PATIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,3,2,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
19,CAUCA,19785,SUCRE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,4,4,3,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20621,LA PAZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,750,555,395,0.71,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20045,BECERRIL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,500,450,315,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20614,RIO DE ORO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,440,432,404,0.93,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20011,AGUACHICA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,329,320,224,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20001,VALLEDUPAR,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,315,315,252,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20178,CHIRIGUANA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,240,192,154,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20400,LA JAGUA DE IBIRICO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,200,200,140,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20570,PUEBLO BELLO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,200,180,108,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20238,EL COPEY,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,171,163,114,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20228,CURUMANI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,50,30,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20310,GONZALEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,50,50,35,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20443,MANAURE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,45,45,27,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20517,PAILITAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,30,23,0.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20750,SAN DIEGO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,33,33,26,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20383,LA GLORIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,30,24,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20710,SAN ALBERTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,25,25,15,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
20,CESAR,20175,CHIMICHAGUA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,12,12,8,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23660,SAHAGUN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,100,95,95,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23570,PUEBLO NUEVO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,45,45,18,0.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23090,CANALETE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,30,21,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23670,SAN ANDRES DE SOTAVENTO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,28,28,25,0.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23189,CIENAGA DE ORO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,18,18,14,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23182,CHINU,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,15,14,11,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23672,SAN ANTERO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,14,14,7,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23079,BUENAVISTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,7,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23419,LOS CORDOBAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,3,2,0.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23001,MONTERIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,8,6,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23682,SAN JOSE DE URE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,5,3,2,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
23,CORDOBA,23350,LA APARTADA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,4,4,3,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25339,GUTIERREZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3075,3011,3685,1.22,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25120,CABRERA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,1270,1160,3362,2.9,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25320,GUADUAS,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,940,800,800,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25372,JUNIN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,350,250,425,1.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25281,FOSCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,200,200,200,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25290,FUSAGASUGA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,200,200,490,2.45,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25335,GUAYABETAL,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,150,150,150,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25649,SAN BERNARDO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,104,97,116,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25594,QUETAME,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,95,91,109,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25841,UBAQUE,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,85,85,60,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25839,UBALA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,76,64,111,1.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25436,MANTA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,60,55,77,1.4,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25743,SILVANIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,55,55,66,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25299,GAMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,52,50,68,1.36,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25293,GACHALA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,51,51,51,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25426,MACHETA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,40,38,68,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25312,GRANADA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,35,30,36,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25394,LA PALMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,30,30,60,2.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25535,PASCA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,28,14,10,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25807,TIBIRITA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,25,25,44,1.75,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25862,VERGARA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,25,22,26,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25580,PULI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,19,19,23,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25019,ALBAN,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,12,12,16,1.3,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25805,TIBACUY,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,12,12,14,1.2,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25506,VENECIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,12,7,11,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25148,CAPARRAPI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,10,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25245,EL COLEGIO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,8,10,1.23,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,10,10,10,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25095,BITUIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,8,8,4,0.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25592,QUEBRADANEGRA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,8,3,3,0.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25823,TOPAIPI,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,8,5,6,1.12,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25871,VILLAGOMEZ,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,7,7,11,1.5,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25518,PAIME,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,6,6,4,0.7,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25658,SAN FRANCISCO,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,6,6,6,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25777,SUPATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,6,5,9,1.8,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25718,SASAIMA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,4,3,3,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25875,VILLETA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,3,2,2,1.0,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
25,CUNDINAMARCA,25377,LA CALERA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,2,2,3,1.6,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
41,HUILA,41396,LA PLATA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,1900,1892,2045,1.08,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
41,HUILA,41676,SANTA MARIA,LEGUMINOSAS,FRIJOL,FRIJOL,FRIJOL,2012,2012B,1790,1785,2111,1.18,GRANO SECO,TRANSITORIO,PHASEOLUS VULGARIS
